id,status,category,content_type,search_intent,main_keyword,expanded_keywords,title,quality_score,duplicate_status,cannibalization_status,max_existing_similarity,nearest_existing_title,decision_reason
85,pass,브랜드·모델 비교,blog,비교형,고스트와 글리세린,가격대|장거리|장거리,"고스트와 글리세린, 가격대와 장거리 중 먼저 볼 기준",95,unique,clear,0.56,"고스트와 글리세린, 데일리런와 회복주 중 먼저 볼 기준",기존 일반 키워드를 상황·모델·행동 기준으로 분화
86,pass,브랜드·모델 비교,blog,비교형,페가수스와 보메로,쿠션감|데일리런|데일리런,"페가수스와 보메로 선택 기준, 쿠션감보다 데일리런가 중요할 때",95,unique,clear,0.61,"페가수스와 보메로 선택 기준, 무게보다 가격대가 중요할 때",기존 일반 키워드를 상황·모델·행동 기준으로 분화
87,pass,브랜드·모델 비교,blog,비교형,노바블라스트와 님버스,발볼|무게|무게,"노바블라스트와 님버스 고르는 법, 발볼·무게 실패 줄이기",93,unique,clear,0.64,"노바블라스트와 님버스 고르는 법, 안정성·쿠션감 실패 줄이기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
88,pass,브랜드·모델 비교,blog,비교형,레벨과 보스턴,장거리|안정성|안정성,"레벨과 보스턴, 장거리와 안정성 중 먼저 볼 기준",95,unique,clear,0.57,"레벨과 보스턴, 회복주와 발볼 중 먼저 볼 기준",기존 일반 키워드를 상황·모델·행동 기준으로 분화
89,pass,브랜드·모델 비교,blog,비교형,클라우드몬스터와 본디,데일리런|회복주|회복주,"클라우드몬스터와 본디 선택 기준, 데일리런보다 회복주가 중요할 때",95,unique,clear,0.69,"클라우드몬스터와 본디 선택 기준, 가격대보다 장거리가 중요할 때",기존 일반 키워드를 상황·모델·행동 기준으로 분화
90,pass,브랜드·모델 비교,blog,비교형,트라이엄프와 글리세린,무게|가격대|가격대,"트라이엄프와 글리세린 고르는 법, 무게·가격대 실패 줄이기",93,unique,clear,0.64,"트라이엄프와 글리세린 고르는 법, 장거리·안정성 실패 줄이기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
91,pass,브랜드·모델 비교,blog,비교형,본디와 클리프톤,회복주|발볼|쿠션감,"본디와 클리프톤, 회복주와 발볼 중 먼저 볼 기준",95,unique,clear,0.59,"본디와 클리프톤, 장거리와 안정성 중 먼저 볼 기준",기존 일반 키워드를 상황·모델·행동 기준으로 분화
92,pass,브랜드·모델 비교,blog,비교형,1080과 모어,가격대|장거리|발볼,"1080과 모어 선택 기준, 가격대보다 장거리가 중요할 때",95,unique,clear,0.65,"1080과 모어 선택 기준, 발볼보다 무게가 중요할 때",기존 일반 키워드를 상황·모델·행동 기준으로 분화
93,pass,브랜드·모델 비교,blog,비교형,카야노와 GT-2000,쿠션감|데일리런|장거리,"카야노와 GT-2000 고르는 법, 쿠션감·데일리런 실패 줄이기",93,unique,clear,0.62,"카야노와 GT-2000 고르는 법, 장거리·안정성 실패 줄이기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
94,pass,브랜드·모델 비교,blog,비교형,고스트와 글리세린,발볼|무게|데일리런,"고스트와 글리세린, 발볼와 무게 중 먼저 볼 기준",95,unique,clear,0.64,"고스트와 글리세린, 가격대와 장거리 중 먼저 볼 기준",기존 일반 키워드를 상황·모델·행동 기준으로 분화
95,pass,브랜드·모델 비교,blog,비교형,페가수스와 보메로,장거리|안정성|무게,"페가수스와 보메로 선택 기준, 장거리보다 안정성가 중요할 때",95,unique,clear,0.63,"페가수스와 보메로 선택 기준, 무게보다 가격대가 중요할 때",기존 일반 키워드를 상황·모델·행동 기준으로 분화
96,pass,브랜드·모델 비교,blog,비교형,노바블라스트와 님버스,데일리런|회복주|안정성,"노바블라스트와 님버스 고르는 법, 데일리런·회복주 실패 줄이기",93,unique,clear,0.63,"노바블라스트와 님버스 고르는 법, 가격대·장거리 실패 줄이기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
97,pass,브랜드·모델 비교,blog,비교형,레벨과 보스턴,무게|가격대|회복주,"레벨과 보스턴, 무게와 가격대 중 먼저 볼 기준",95,unique,clear,0.59,"레벨과 보스턴, 회복주와 발볼 중 먼저 볼 기준",기존 일반 키워드를 상황·모델·행동 기준으로 분화
98,pass,브랜드·모델 비교,blog,비교형,클라우드몬스터와 본디,안정성|쿠션감|가격대,"클라우드몬스터와 본디 선택 기준, 안정성보다 쿠션감가 중요할 때",95,unique,clear,0.68,"클라우드몬스터와 본디 선택 기준, 발볼보다 무게가 중요할 때",기존 일반 키워드를 상황·모델·행동 기준으로 분화
99,pass,브랜드·모델 비교,blog,비교형,트라이엄프와 글리세린,회복주|발볼|쿠션감,"트라이엄프와 글리세린 고르는 법, 회복주·발볼 실패 줄이기",93,unique,clear,0.64,"트라이엄프와 글리세린 고르는 법, 장거리·안정성 실패 줄이기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
100,pass,통증·부상 예방,blog,문제해결,무릎 앞쪽 통증,훈련량|착지 위치|복귀 시점,"무릎 앞쪽 통증 불편할 때, 훈련량와 착지 위치 점검",93,unique,clear,0.27,"러닝화 뒤꿈치 뜸 불편할 때, 앞볼 압박와 발등 저림 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
101,pass,통증·부상 예방,blog,문제해결,무릎 안쪽 통증,휴식 기준|강도 조절|통증 신호,"무릎 안쪽 통증 문제 신호, 휴식 기준부터 강도 조절까지",95,unique,clear,0.26,"러닝화 끈 묶기 문제 신호, 러너스 루프부터 토박스 공간까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
102,pass,통증·부상 예방,blog,문제해결,러닝 후 발등 통증,신발 마모|복귀 시점|회복일,"러닝 후 발등 통증 안 맞는 이유, 신발 마모·복귀 시점 확인",95,unique,clear,0.43,"러닝화 발가락 통증 안 맞는 이유, 발등 저림·러너스 루프 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
103,pass,통증·부상 예방,blog,문제해결,아킬레스 뻐근함,착지 위치|통증 신호|훈련량,"아킬레스 뻐근함 불편할 때, 착지 위치와 통증 신호 점검",93,unique,clear,0.45,"무릎 앞쪽 통증 불편할 때, 훈련량와 착지 위치 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
104,pass,통증·부상 예방,blog,문제해결,정강이 안쪽 통증,강도 조절|회복일|휴식 기준,"정강이 안쪽 통증 문제 신호, 강도 조절부터 회복일까지",93,unique,clear,0.59,"무릎 안쪽 통증 문제 신호, 휴식 기준부터 강도 조절까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
105,pass,통증·부상 예방,blog,문제해결,장거리 후 발바닥 열감,복귀 시점|훈련량|신발 마모,"장거리 후 발바닥 열감 안 맞는 이유, 복귀 시점·훈련량 확인",95,unique,clear,0.42,"러닝 후 발등 통증 안 맞는 이유, 신발 마모·복귀 시점 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
106,pass,통증·부상 예방,blog,문제해결,내리막 후 무릎 부담,통증 신호|휴식 기준|착지 위치,"내리막 후 무릎 부담 불편할 때, 통증 신호와 휴식 기준 점검",95,unique,clear,0.34,내리막 러닝 무릎 통증 줄이는 신발 기준,기존 일반 키워드를 상황·모델·행동 기준으로 분화
107,pass,통증·부상 예방,blog,문제해결,인터벌 후 종아리 통증,회복일|신발 마모|강도 조절,"인터벌 후 종아리 통증 문제 신호, 회복일부터 신발 마모까지",93,unique,clear,0.43,"정강이 안쪽 통증 문제 신호, 강도 조절부터 회복일까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
108,pass,통증·부상 예방,blog,문제해결,러닝 후 발가락 저림,훈련량|착지 위치|복귀 시점,"러닝 후 발가락 저림 안 맞는 이유, 훈련량·착지 위치 확인",95,unique,clear,0.47,"러닝화 발가락 통증 안 맞는 이유, 발등 저림·러너스 루프 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
109,pass,통증·부상 예방,blog,문제해결,무릎 앞쪽 통증,신발 마모|복귀 시점|통증 신호,"무릎 앞쪽 통증 불편할 때, 신발 마모와 복귀 시점 점검",93,unique,clear,0.48,"무릎 앞쪽 통증 불편할 때, 훈련량와 착지 위치 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
110,pass,통증·부상 예방,blog,문제해결,무릎 안쪽 통증,착지 위치|통증 신호|회복일,"무릎 안쪽 통증 문제 신호, 착지 위치부터 통증 신호까지",93,unique,clear,0.56,"무릎 안쪽 통증 문제 신호, 휴식 기준부터 강도 조절까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
111,pass,통증·부상 예방,blog,문제해결,러닝 후 발등 통증,강도 조절|회복일|훈련량,"러닝 후 발등 통증 안 맞는 이유, 강도 조절·회복일 확인",95,unique,clear,0.56,"러닝 후 발등 통증 안 맞는 이유, 신발 마모·복귀 시점 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
112,pass,통증·부상 예방,blog,문제해결,아킬레스 뻐근함,복귀 시점|훈련량|휴식 기준,"아킬레스 뻐근함 불편할 때, 복귀 시점와 훈련량 점검",93,unique,clear,0.50,"아킬레스 뻐근함 불편할 때, 착지 위치와 통증 신호 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
113,pass,통증·부상 예방,blog,문제해결,정강이 안쪽 통증,통증 신호|휴식 기준|신발 마모,"정강이 안쪽 통증 문제 신호, 통증 신호부터 휴식 기준까지",95,unique,clear,0.71,"무릎 안쪽 통증 문제 신호, 휴식 기준부터 강도 조절까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
114,pass,통증·부상 예방,blog,문제해결,장거리 후 발바닥 열감,회복일|신발 마모|착지 위치,"장거리 후 발바닥 열감 안 맞는 이유, 회복일·신발 마모 확인",95,unique,clear,0.61,"장거리 후 발바닥 열감 안 맞는 이유, 복귀 시점·훈련량 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
115,pass,통증·부상 예방,blog,문제해결,내리막 후 무릎 부담,훈련량|착지 위치|강도 조절,"내리막 후 무릎 부담 불편할 때, 훈련량와 착지 위치 점검",93,unique,clear,0.62,"무릎 앞쪽 통증 불편할 때, 훈련량와 착지 위치 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
116,pass,통증·부상 예방,blog,문제해결,인터벌 후 종아리 통증,휴식 기준|강도 조절|복귀 시점,"인터벌 후 종아리 통증 문제 신호, 휴식 기준부터 강도 조절까지",95,unique,clear,0.64,"무릎 안쪽 통증 문제 신호, 휴식 기준부터 강도 조절까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
117,pass,통증·부상 예방,blog,문제해결,러닝 후 발가락 저림,신발 마모|복귀 시점|통증 신호,"러닝 후 발가락 저림 안 맞는 이유, 신발 마모·복귀 시점 확인",95,unique,clear,0.72,"러닝 후 발등 통증 안 맞는 이유, 신발 마모·복귀 시점 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
118,pass,통증·부상 예방,blog,문제해결,무릎 앞쪽 통증,강도 조절|회복일|회복일,"무릎 앞쪽 통증 불편할 때, 강도 조절와 회복일 점검",93,unique,clear,0.54,"무릎 앞쪽 통증 불편할 때, 신발 마모와 복귀 시점 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
119,pass,통증·부상 예방,blog,문제해결,무릎 안쪽 통증,복귀 시점|훈련량|훈련량,"무릎 안쪽 통증 문제 신호, 복귀 시점부터 훈련량까지",93,unique,clear,0.58,"무릎 안쪽 통증 문제 신호, 착지 위치부터 통증 신호까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
120,pass,통증·부상 예방,blog,문제해결,러닝 후 발등 통증,통증 신호|휴식 기준|휴식 기준,"러닝 후 발등 통증 안 맞는 이유, 통증 신호·휴식 기준 확인",95,unique,clear,0.58,"러닝 후 발등 통증 안 맞는 이유, 신발 마모·복귀 시점 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
121,pass,통증·부상 예방,blog,문제해결,아킬레스 뻐근함,회복일|신발 마모|신발 마모,"아킬레스 뻐근함 불편할 때, 회복일와 신발 마모 점검",93,unique,clear,0.58,"아킬레스 뻐근함 불편할 때, 복귀 시점와 훈련량 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
122,pass,통증·부상 예방,blog,문제해결,정강이 안쪽 통증,훈련량|착지 위치|착지 위치,"정강이 안쪽 통증 문제 신호, 훈련량부터 착지 위치까지",93,unique,clear,0.65,"무릎 안쪽 통증 문제 신호, 착지 위치부터 통증 신호까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
123,pass,통증·부상 예방,blog,문제해결,장거리 후 발바닥 열감,휴식 기준|강도 조절|강도 조절,"장거리 후 발바닥 열감 안 맞는 이유, 휴식 기준·강도 조절 확인",95,unique,clear,0.53,"장거리 후 발바닥 열감 안 맞는 이유, 회복일·신발 마모 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
124,pass,통증·부상 예방,blog,문제해결,내리막 후 무릎 부담,신발 마모|복귀 시점|복귀 시점,"내리막 후 무릎 부담 불편할 때, 신발 마모와 복귀 시점 점검",93,unique,clear,0.62,"무릎 앞쪽 통증 불편할 때, 신발 마모와 복귀 시점 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
125,pass,통증·부상 예방,blog,문제해결,인터벌 후 종아리 통증,착지 위치|통증 신호|통증 신호,"인터벌 후 종아리 통증 문제 신호, 착지 위치부터 통증 신호까지",93,unique,clear,0.64,"인터벌 후 종아리 통증 문제 신호, 회복일부터 신발 마모까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
126,pass,통증·부상 예방,blog,문제해결,러닝 후 발가락 저림,강도 조절|회복일|회복일,"러닝 후 발가락 저림 안 맞는 이유, 강도 조절·회복일 확인",95,unique,clear,0.72,"러닝 후 발등 통증 안 맞는 이유, 강도 조절·회복일 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
127,pass,통증·부상 예방,blog,문제해결,무릎 앞쪽 통증,통증 신호|휴식 기준|훈련량,"무릎 앞쪽 통증 불편할 때, 통증 신호와 휴식 기준 점검",95,unique,clear,0.68,"내리막 후 무릎 부담 불편할 때, 통증 신호와 휴식 기준 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
128,pass,통증·부상 예방,blog,문제해결,무릎 안쪽 통증,회복일|신발 마모|휴식 기준,"무릎 안쪽 통증 문제 신호, 회복일부터 신발 마모까지",93,unique,clear,0.62,"인터벌 후 종아리 통증 문제 신호, 회복일부터 신발 마모까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
129,pass,통증·부상 예방,blog,문제해결,러닝 후 발등 통증,훈련량|착지 위치|신발 마모,"러닝 후 발등 통증 안 맞는 이유, 훈련량·착지 위치 확인",95,unique,clear,0.72,"러닝 후 발가락 저림 안 맞는 이유, 훈련량·착지 위치 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
130,pass,통증·부상 예방,blog,문제해결,아킬레스 뻐근함,휴식 기준|강도 조절|착지 위치,"아킬레스 뻐근함 불편할 때, 휴식 기준와 강도 조절 점검",95,unique,clear,0.50,"아킬레스 뻐근함 불편할 때, 복귀 시점와 훈련량 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
131,pass,통증·부상 예방,blog,문제해결,정강이 안쪽 통증,신발 마모|복귀 시점|강도 조절,"정강이 안쪽 통증 문제 신호, 신발 마모부터 복귀 시점까지",93,unique,clear,0.62,"무릎 안쪽 통증 문제 신호, 회복일부터 신발 마모까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
132,pass,통증·부상 예방,blog,문제해결,장거리 후 발바닥 열감,착지 위치|통증 신호|복귀 시점,"장거리 후 발바닥 열감 안 맞는 이유, 착지 위치·통증 신호 확인",95,unique,clear,0.59,"장거리 후 발바닥 열감 안 맞는 이유, 회복일·신발 마모 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
133,pass,통증·부상 예방,blog,문제해결,내리막 후 무릎 부담,강도 조절|회복일|통증 신호,"내리막 후 무릎 부담 불편할 때, 강도 조절와 회복일 점검",93,unique,clear,0.62,"무릎 앞쪽 통증 불편할 때, 강도 조절와 회복일 점검",기존 일반 키워드를 상황·모델·행동 기준으로 분화
134,pass,통증·부상 예방,blog,문제해결,인터벌 후 종아리 통증,복귀 시점|훈련량|회복일,"인터벌 후 종아리 통증 문제 신호, 복귀 시점부터 훈련량까지",93,unique,clear,0.63,"무릎 안쪽 통증 문제 신호, 복귀 시점부터 훈련량까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
135,pass,통증·부상 예방,blog,문제해결,러닝 후 발가락 저림,통증 신호|휴식 기준|훈련량,"러닝 후 발가락 저림 안 맞는 이유, 통증 신호·휴식 기준 확인",95,unique,clear,0.79,"러닝 후 발등 통증 안 맞는 이유, 통증 신호·휴식 기준 확인",기존 일반 키워드를 상황·모델·행동 기준으로 분화
136,pass,훈련·회복 루틴,blog,실행형,초보 러너 2주 루틴,걷뛰기|심박수|근육통,"초보 러너 2주 루틴 확인 순서, 걷뛰기 다음 심박수",95,unique,clear,0.30,"초보 러너 5km 준비, 걷뛰 루틴 기준",기존 일반 키워드를 상황·모델·행동 기준으로 분화
137,pass,훈련·회복 루틴,blog,실행형,주 2회 러닝 루틴,휴식일|거리 증가|회복주,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",93,unique,clear,0.28,"러닝화 끈 묶기 문제 신호, 새끼발가락부터 장거리 붓기까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
138,pass,훈련·회복 루틴,blog,실행형,숨찬 초보 러닝,페이스 조절|근육통|주간 계획,"숨찬 초보 러닝 체크법, 페이스 조절와 근육통 나누기",93,unique,clear,0.36,"초보 러너 페이스 조절, 숨차지 않게 뛰는 법",기존 일반 키워드를 상황·모델·행동 기준으로 분화
139,pass,훈련·회복 루틴,blog,실행형,첫 3km 러닝,심박수|회복주|걷뛰기,"첫 3km 러닝 확인 순서, 심박수 다음 회복주",95,unique,clear,0.44,"초보 러너 2주 루틴 확인 순서, 걷뛰기 다음 심박수",기존 일반 키워드를 상황·모델·행동 기준으로 분화
140,pass,훈련·회복 루틴,blog,실행형,첫 10km 준비,거리 증가|주간 계획|휴식일,"첫 10km 준비 실전 루틴, 거리 증가부터 주간 계획까지",93,unique,clear,0.39,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
141,pass,훈련·회복 루틴,blog,실행형,회복주 페이스,근육통|걷뛰기|페이스 조절,"회복주 페이스 체크법, 근육통와 걷뛰기 나누기",93,unique,clear,0.50,"숨찬 초보 러닝 체크법, 페이스 조절와 근육통 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
142,pass,훈련·회복 루틴,blog,실행형,러닝 휴식일,회복주|휴식일|심박수,"러닝 휴식일 확인 순서, 회복주 다음 휴식일",95,unique,clear,0.52,"첫 3km 러닝 확인 순서, 심박수 다음 회복주",기존 일반 키워드를 상황·모델·행동 기준으로 분화
143,pass,훈련·회복 루틴,blog,실행형,장거리 다음 날 회복,주간 계획|페이스 조절|거리 증가,"장거리 다음 날 회복 실전 루틴, 주간 계획부터 페이스 조절까지",93,unique,clear,0.38,"첫 10km 준비 실전 루틴, 거리 증가부터 주간 계획까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
144,pass,훈련·회복 루틴,blog,실행형,Z2 조깅 루틴,걷뛰기|심박수|근육통,"Z2 조깅 루틴 체크법, 걷뛰기와 심박수 나누기",93,unique,clear,0.36,"회복주 페이스 체크법, 근육통와 걷뛰기 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
145,pass,훈련·회복 루틴,blog,실행형,체중감량 러닝 루틴,휴식일|거리 증가|회복주,"체중감량 러닝 루틴 확인 순서, 휴식일 다음 거리 증가",95,unique,clear,0.50,"러닝 휴식일 확인 순서, 회복주 다음 휴식일",기존 일반 키워드를 상황·모델·행동 기준으로 분화
146,pass,훈련·회복 루틴,blog,실행형,초보 러너 2주 루틴,심박수|회복주|주간 계획,"초보 러너 2주 루틴 실전 루틴, 심박수부터 회복주까지",93,unique,clear,0.40,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
147,pass,훈련·회복 루틴,blog,실행형,주 2회 러닝 루틴,거리 증가|주간 계획|걷뛰기,"주 2회 러닝 루틴 체크법, 거리 증가와 주간 계획 나누기",93,unique,clear,0.32,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
148,pass,훈련·회복 루틴,blog,실행형,숨찬 초보 러닝,근육통|걷뛰기|휴식일,"숨찬 초보 러닝 확인 순서, 근육통 다음 걷뛰기",95,unique,clear,0.50,"초보 러너 2주 루틴 확인 순서, 걷뛰기 다음 심박수",기존 일반 키워드를 상황·모델·행동 기준으로 분화
149,pass,훈련·회복 루틴,blog,실행형,첫 3km 러닝,회복주|휴식일|페이스 조절,"첫 3km 러닝 실전 루틴, 회복주부터 휴식일까지",93,unique,clear,0.57,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
150,pass,훈련·회복 루틴,blog,실행형,첫 10km 준비,주간 계획|페이스 조절|심박수,"첫 10km 준비 체크법, 주간 계획와 페이스 조절 나누기",93,unique,clear,0.38,"숨찬 초보 러닝 체크법, 페이스 조절와 근육통 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
151,pass,훈련·회복 루틴,blog,실행형,회복주 페이스,걷뛰기|심박수|거리 증가,"회복주 페이스 확인 순서, 걷뛰기 다음 심박수",95,unique,clear,0.57,"초보 러너 2주 루틴 확인 순서, 걷뛰기 다음 심박수",기존 일반 키워드를 상황·모델·행동 기준으로 분화
152,pass,훈련·회복 루틴,blog,실행형,장거리 다음 날 회복,페이스 조절|근육통|회복주,"장거리 다음 날 회복 체크법, 페이스 조절와 근육통 나누기",93,unique,clear,0.58,"회복주 페이스 체크법, 근육통와 걷뛰기 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
153,pass,훈련·회복 루틴,blog,실행형,Z2 조깅 루틴,심박수|회복주|주간 계획,"Z2 조깅 루틴 확인 순서, 심박수 다음 회복주",95,unique,clear,0.55,"첫 3km 러닝 확인 순서, 심박수 다음 회복주",기존 일반 키워드를 상황·모델·행동 기준으로 분화
154,pass,훈련·회복 루틴,blog,실행형,체중감량 러닝 루틴,거리 증가|주간 계획|걷뛰기,"체중감량 러닝 루틴 실전 루틴, 거리 증가부터 주간 계획까지",93,unique,clear,0.52,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
155,pass,훈련·회복 루틴,blog,실행형,초보 러너 2주 루틴,회복주|휴식일|휴식일,"초보 러너 2주 루틴 체크법, 회복주와 휴식일 나누기",93,unique,clear,0.42,"주 2회 러닝 루틴 체크법, 거리 증가와 주간 계획 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
156,pass,훈련·회복 루틴,blog,실행형,주 2회 러닝 루틴,주간 계획|페이스 조절|페이스 조절,"주 2회 러닝 루틴 확인 순서, 주간 계획 다음 페이스 조절",95,unique,clear,0.43,"러닝 휴식일 확인 순서, 회복주 다음 휴식일",기존 일반 키워드를 상황·모델·행동 기준으로 분화
157,pass,훈련·회복 루틴,blog,실행형,숨찬 초보 러닝,걷뛰기|심박수|심박수,"숨찬 초보 러닝 실전 루틴, 걷뛰기부터 심박수까지",93,unique,clear,0.52,"초보 러너 2주 루틴 실전 루틴, 심박수부터 회복주까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
158,pass,훈련·회복 루틴,blog,실행형,첫 3km 러닝,휴식일|거리 증가|거리 증가,"첫 3km 러닝 체크법, 휴식일와 거리 증가 나누기",93,unique,clear,0.50,"주 2회 러닝 루틴 체크법, 거리 증가와 주간 계획 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
159,pass,훈련·회복 루틴,blog,실행형,첫 10km 준비,페이스 조절|근육통|근육통,"첫 10km 준비 확인 순서, 페이스 조절 다음 근육통",95,unique,clear,0.38,"주 2회 러닝 루틴 확인 순서, 주간 계획 다음 페이스 조절",기존 일반 키워드를 상황·모델·행동 기준으로 분화
160,pass,훈련·회복 루틴,blog,실행형,회복주 페이스,심박수|회복주|회복주,"회복주 페이스 실전 루틴, 심박수부터 회복주까지",93,unique,clear,0.60,"초보 러너 2주 루틴 실전 루틴, 심박수부터 회복주까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
161,pass,훈련·회복 루틴,blog,실행형,러닝 휴식일,거리 증가|주간 계획|주간 계획,"러닝 휴식일 체크법, 거리 증가와 주간 계획 나누기",93,unique,clear,0.77,"주 2회 러닝 루틴 체크법, 거리 증가와 주간 계획 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
162,pass,훈련·회복 루틴,blog,실행형,장거리 다음 날 회복,근육통|걷뛰기|걷뛰기,"장거리 다음 날 회복 확인 순서, 근육통 다음 걷뛰기",95,unique,clear,0.50,"숨찬 초보 러닝 확인 순서, 근육통 다음 걷뛰기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
163,pass,훈련·회복 루틴,blog,실행형,Z2 조깅 루틴,회복주|휴식일|휴식일,"Z2 조깅 루틴 실전 루틴, 회복주부터 휴식일까지",93,unique,clear,0.55,"주 2회 러닝 루틴 실전 루틴, 휴식일부터 거리 증가까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
164,pass,훈련·회복 루틴,blog,실행형,체중감량 러닝 루틴,주간 계획|페이스 조절|페이스 조절,"체중감량 러닝 루틴 체크법, 주간 계획와 페이스 조절 나누기",93,unique,clear,0.57,"첫 10km 준비 체크법, 주간 계획와 페이스 조절 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
165,pass,도구·계산기,blog,실행형,페이스 계산기 결과,조깅 속도|5km 기록|하프 준비,"페이스 계산기 결과 확인 순서, 조깅 속도 다음 5km 기록",95,unique,clear,0.39,"첫 10km 준비 확인 순서, 페이스 조절 다음 근육통",기존 일반 키워드를 상황·모델·행동 기준으로 분화
166,pass,도구·계산기,blog,실행형,심박수 구간 계산,템포런|10km 목표|체중 변화,"심박수 구간 계산 실전 루틴, 템포런부터 10km 목표까지",93,unique,clear,0.39,"첫 10km 준비 실전 루틴, 거리 증가부터 주간 계획까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
167,pass,도구·계산기,blog,실행형,칼로리 계산기 결과,Z2|하프 준비|신발 사이즈,"칼로리 계산기 결과 체크법, Z2와 하프 준비 나누기",93,unique,clear,0.34,"주 2회 러닝 루틴 체크법, 거리 증가와 주간 계획 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
168,pass,도구·계산기,blog,실행형,완주 예측 계산,5km 기록|체중 변화|조깅 속도,"완주 예측 계산 확인 순서, 5km 기록 다음 체중 변화",95,unique,clear,0.43,"페이스 계산기 결과 확인 순서, 조깅 속도 다음 5km 기록",기존 일반 키워드를 상황·모델·행동 기준으로 분화
169,pass,도구·계산기,blog,실행형,체중감량 계산 결과,10km 목표|신발 사이즈|템포런,"체중감량 계산 결과 실전 루틴, 10km 목표부터 신발 사이즈까지",93,unique,clear,0.42,"심박수 구간 계산 실전 루틴, 템포런부터 10km 목표까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
170,pass,도구·계산기,blog,실행형,발 사이즈 변환기,하프 준비|조깅 속도|Z2,"발 사이즈 변환기 체크법, 하프 준비와 조깅 속도 나누기",93,unique,clear,0.37,"칼로리 계산기 결과 체크법, Z2와 하프 준비 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
